<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.11.16	14:32:00	5352.000	5353.500	5348.000	5353.000	2870	8153	500
2022.11.16	14:33:00	5353.000	5353.000	5350.500	5351.500	902	2327	500
2022.11.16	14:34:00	5352.000	5353.000	5350.500	5353.000	837	3163	500
2022.11.16	14:35:00	5353.000	5354.500	5349.000	5351.000	2216	5596	500
2022.11.16	14:36:00	5351.500	5353.500	5351.000	5351.500	858	2348	500
2022.11.16	14:37:00	5352.000	5352.000	5348.000	5348.500	2432	6929	500
2022.11.16	14:38:00	5348.500	5353.000	5348.500	5351.500	1736	4918	500
2022.11.16	14:39:00	5352.000	5352.000	5349.500	5350.000	845	3017	500
2022.11.16	14:40:00	5350.000	5352.500	5348.500	5351.500	1485	5315	500
2022.11.16	14:41:00	5351.500	5358.000	5351.000	5358.000	3772	11618	500
2022.11.16	14:42:00	5358.000	5359.000	5355.500	5356.500	1869	5732	500
2022.11.16	14:43:00	5357.000	5362.500	5356.000	5361.000	2747	7740	500
2022.11.16	14:44:00	5361.000	5361.500	5358.500	5361.000	1159	3411	500
2022.11.16	14:45:00	5360.500	5361.000	5356.500	5357.500	1975	5395	500
2022.11.16	14:46:00	5357.500	5359.000	5356.000	5357.000	1186	3499	500
2022.11.16	14:47:00	5357.000	5358.000	5355.500	5355.500	1244	3601	500
2022.11.16	14:48:00	5355.500	5356.500	5353.500	5355.000	1828	5393	500
2022.11.16	14:49:00	5355.000	5359.000	5355.000	5357.000	1291	2988	500
2022.11.16	14:50:00	5357.500	5358.000	5355.000	5357.500	1111	3882	500
2022.11.16	14:51:00	5358.000	5360.500	5354.000	5358.000	2496	7200	500
2022.11.16	14:52:00	5358.500	5361.000	5357.500	5360.000	1163	3747	500
2022.11.16	14:53:00	5360.000	5363.500	5359.500	5363.000	1747	4995	500
2022.11.16	14:54:00	5363.000	5366.500	5361.000	5363.000	3748	11723	500
2022.11.16	14:55:00	5363.000	5369.500	5360.500	5367.500	3231	10389	500
2022.11.16	14:56:00	5367.500	5376.000	5365.000	5374.500	4557	15814	500
2022.11.16	14:57:00	5374.500	5375.000	5370.000	5371.500	2534	8615	500
2022.11.16	14:58:00	5371.000	5372.500	5369.500	5369.500	1431	3745	500
2022.11.16	14:59:00	5369.500	5374.000	5369.000	5373.500	1406	3895	500
2022.11.16	15:00:00	5373.000	5378.500	5372.500	5377.500	3371	10687	500
2022.11.16	15:01:00	5378.000	5382.000	5376.000	5377.000	4262	14152	500
2022.11.16	15:02:00	5377.000	5396.500	5376.500	5391.500	9934	31163	500
2022.11.16	15:03:00	5391.500	5397.000	5391.000	5393.000	2982	8906	500
2022.11.16	15:04:00	5393.000	5393.000	5389.500	5391.500	2844	8055	500
2022.11.16	15:05:00	5391.000	5396.000	5390.500	5393.500	2298	6437	500
2022.11.16	15:06:00	5393.000	5394.500	5391.000	5394.500	1544	3498	500
2022.11.16	15:07:00	5394.000	5399.000	5392.500	5392.500	3767	11017	500
2022.11.16	15:08:00	5392.500	5394.000	5392.000	5393.000	861	1967	500
2022.11.16	15:09:00	5393.500	5393.500	5388.000	5389.000	3338	8036	500
2022.11.16	15:10:00	5389.000	5392.000	5388.000	5391.500	2960	8642	500
2022.11.16	15:11:00	5391.500	5396.000	5390.500	5394.500	2437	5606	500
2022.11.16	15:12:00	5394.000	5395.000	5391.500	5392.500	1193	3601	500
2022.11.16	15:13:00	5392.000	5395.000	5389.500	5395.000	1972	5660	500
2022.11.16	15:14:00	5394.500	5396.000	5392.500	5394.500	1522	4374	500
2022.11.16	15:15:00	5394.000	5398.500	5393.000	5398.000	2920	8131	500
2022.11.16	15:16:00	5397.500	5398.000	5393.000	5395.500	1787	4911	500
2022.11.16	15:17:00	5395.500	5397.000	5394.500	5395.000	1049	3597	500
2022.11.16	15:18:00	5395.500	5396.000	5393.500	5396.000	950	2659	500
2022.11.16	15:19:00	5395.500	5398.000	5395.000	5397.500	1534	3783	500
2022.11.16	15:20:00	5398.000	5401.500	5396.500	5399.000	4813	17610	500
2022.11.16	15:21:00	5399.000	5400.000	5394.000	5395.000	2580	6434	500
2022.11.16	15:22:00	5395.000	5397.500	5394.500	5396.000	1353	3804	500
2022.11.16	15:23:00	5396.500	5396.500	5394.500	5396.000	594	1515	500
2022.11.16	15:24:00	5396.000	5400.500	5396.000	5398.500	1859	4875	500
2022.11.16	15:25:00	5398.500	5401.500	5397.500	5400.000	2090	7067	500
2022.11.16	15:26:00	5399.500	5401.500	5398.500	5399.500	1360	5571	500
2022.11.16	15:27:00	5399.500	5400.500	5398.000	5399.500	935	2318	500
2022.11.16	15:28:00	5399.000	5400.500	5398.000	5400.000	793	2477	500
2022.11.16	15:29:00	5399.500	5400.500	5397.000	5398.500	1628	5461	500
2022.11.16	15:30:00	5399.000	5401.500	5398.500	5401.000	1284	3816	500
2022.11.16	15:31:00	5401.000	5403.000	5400.500	5401.000	2645	8059	500
2022.11.16	15:32:00	5401.000	5404.500	5400.500	5404.500	1888	6332	500
2022.11.16	15:33:00	5404.500	5408.000	5404.000	5406.500	3760	12808	500
2022.11.16	15:34:00	5407.000	5413.500	5407.000	5413.000	4150	11621	500
2022.11.16	15:35:00	5412.500	5416.000	5410.000	5414.000	4657	15740	500
2022.11.16	15:36:00	5414.500	5416.000	5413.000	5414.500	1846	5546	500
2022.11.16	15:37:00	5414.000	5414.000	5411.500	5412.000	2126	7002	500
2022.11.16	15:38:00	5412.000	5412.500	5404.000	5404.500	5400	17619	500
2022.11.16	15:39:00	5405.000	5405.500	5402.500	5404.000	2127	6584	500
2022.11.16	15:40:00	5404.000	5411.000	5403.500	5408.500	3538	11232	500
2022.11.16	15:41:00	5408.500	5409.000	5403.000	5403.000	2189	6300	500
2022.11.16	15:42:00	5403.000	5406.000	5400.000	5404.000	4409	13373	500
2022.11.16	15:43:00	5404.500	5410.500	5404.000	5410.000	2678	8519	500
2022.11.16	15:44:00	5409.500	5413.000	5408.000	5409.500	2292	7516	500
2022.11.16	15:45:00	5409.500	5412.500	5407.000	5412.500	1825	5524	500
2022.11.16	15:46:00	5412.000	5414.500	5412.000	5414.000	2296	6879	500
2022.11.16	15:47:00	5413.500	5414.500	5408.000	5409.000	2156	6675	500
2022.11.16	15:48:00	5409.500	5411.000	5404.000	5406.500	2466	7257	500
2022.11.16	15:49:00	5406.000	5407.500	5403.500	5404.000	1402	4065	500
2022.11.16	15:50:00	5404.000	5405.000	5401.500	5404.500	2332	7342	500
2022.11.16	15:51:00	5404.500	5408.000	5404.000	5404.000	2641	6270	500
2022.11.16	15:52:00	5404.500	5406.500	5403.000	5406.000	1005	2415	500
2022.11.16	15:53:00	5406.000	5407.000	5402.500	5403.500	1274	3253	500
2022.11.16	15:54:00	5403.500	5404.000	5401.000	5402.000	1593	3840	500
2022.11.16	15:55:00	5402.500	5404.500	5401.500	5404.500	1289	4050	500
2022.11.16	15:56:00	5404.500	5405.000	5402.500	5403.500	930	2960	500
2022.11.16	15:57:00	5404.000	5404.000	5401.000	5403.000	1622	6266	500
2022.11.16	15:58:00	5403.500	5404.000	5402.000	5403.000	737	1755	500
2022.11.16	15:59:00	5403.000	5411.000	5403.000	5407.000	6128	20339	500
2022.11.16	16:00:00	5406.500	5409.500	5405.000	5407.500	2268	7349	500
2022.11.16	16:01:00	5407.000	5411.000	5406.000	5409.000	1350	4595	500
2022.11.16	16:02:00	5408.500	5411.000	5407.000	5411.000	1120	4262	500
2022.11.16	16:03:00	5411.000	5411.000	5406.500	5407.500	1556	5742	500
2022.11.16	16:04:00	5408.000	5408.000	5401.000	5401.000	3011	8430	500
2022.11.16	16:05:00	5401.000	5403.500	5398.500	5402.000	3025	8472	500
2022.11.16	16:06:00	5402.000	5408.500	5402.000	5408.000	2184	6358	500
2022.11.16	16:07:00	5407.500	5408.500	5407.000	5407.500	737	3195	500
2022.11.16	16:08:00	5408.000	5408.000	5404.500	5406.000	893	2778	500
2022.11.16	16:09:00	5405.500	5406.000	5401.000	5402.000	1601	5005	500
2022.11.16	16:10:00	5401.500	5406.500	5401.000	5404.000	1998	6465	500
2022.11.16	16:11:00	5404.000	5405.000	5400.000	5401.000	1353	4627	500
2022.11.16	16:12:00	5401.000	5403.000	5400.000	5401.000	942	2648	500
2022.11.16	16:13:00	5401.000	5407.000	5400.500	5405.000	1852	6126	500
2022.11.16	16:14:00	5405.000	5406.000	5403.500	5404.000	812	2284	500
2022.11.16	16:15:00	5404.000	5406.000	5403.000	5405.000	1056	2891	500
2022.11.16	16:16:00	5405.500	5406.500	5404.500	5406.500	940	2742	500
2022.11.16	16:17:00	5406.500	5406.500	5404.000	5405.000	1016	4055	500
2022.11.16	16:18:00	5405.000	5405.500	5403.000	5404.000	682	1841	500
2022.11.16	16:19:00	5404.500	5405.000	5403.500	5404.500	403	1239	500
2022.11.16	16:20:00	5404.000	5405.500	5404.000	5404.000	535	2128	500
2022.11.16	16:21:00	5404.000	5404.500	5399.000	5400.500	2582	8315	500
2022.11.16	16:22:00	5400.500	5402.500	5400.000	5401.500	639	1977	500
2022.11.16	16:23:00	5402.000	5402.500	5400.000	5400.000	527	1747	500
2022.11.16	16:24:00	5400.000	5400.500	5398.500	5399.000	1280	3352	500
2022.11.16	16:25:00	5399.000	5400.500	5397.000	5400.500	1901	5947	500
2022.11.16	16:26:00	5400.000	5401.500	5398.000	5400.500	1342	4618	500
2022.11.16	16:27:00	5400.500	5401.000	5399.000	5400.000	558	1591	500
2022.11.16	16:28:00	5400.500	5401.500	5400.000	5400.500	477	1336	500
2022.11.16	16:29:00	5400.000	5401.000	5398.500	5400.500	502	1529	500
2022.11.16	16:30:00	5400.500	5403.000	5400.000	5403.000	891	1961	500
2022.11.16	16:31:00	5403.000	5404.500	5403.000	5404.500	1109	2843	500
2022.11.16	16:32:00	5404.500	5406.500	5403.500	5405.000	1806	5623	500
2022.11.16	16:33:00	5404.500	5405.500	5402.500	5403.000	900	2993	500
2022.11.16	16:34:00	5403.000	5403.500	5401.000	5401.500	812	2097	500
2022.11.16	16:35:00	5401.000	5402.000	5398.500	5400.500	1782	4597	500
2022.11.16	16:36:00	5400.500	5401.000	5397.000	5397.000	1612	5798	500
2022.11.16	16:37:00	5397.000	5397.500	5389.500	5391.000	5096	14125	500
2022.11.16	16:38:00	5391.500	5394.000	5391.000	5392.500	1799	4635	500
2022.11.16	16:39:00	5392.500	5392.500	5391.000	5392.000	616	1403	500
2022.11.16	16:40:00	5392.000	5394.000	5391.000	5391.000	1184	3143	500
2022.11.16	16:41:00	5391.500	5392.000	5389.500	5392.000	1298	3592	500
2022.11.16	16:42:00	5391.500	5395.000	5391.500	5394.500	1362	3454	500
2022.11.16	16:43:00	5394.500	5395.500	5392.500	5393.000	1015	2854	500
2022.11.16	16:44:00	5392.500	5395.000	5392.500	5394.000	443	1158	500
2022.11.16	16:45:00	5394.000	5394.000	5392.000	5393.000	604	1859	500
2022.11.16	16:46:00	5393.000	5398.000	5392.500	5397.000	2378	6950	500
2022.11.16	16:47:00	5397.500	5397.500	5394.000	5395.500	1003	3108	500
2022.11.16	16:48:00	5396.000	5398.500	5395.500	5397.000	818	2150	500
2022.11.16	16:49:00	5397.500	5399.500	5397.000	5399.000	781	1961	500
2022.11.16	16:50:00	5399.000	5404.500	5398.500	5402.500	4124	11709	500
2022.11.16	16:51:00	5402.000	5402.500	5395.000	5397.000	3372	9501	500
2022.11.16	16:52:00	5397.000	5398.000	5393.000	5394.500	2010	5024	500
2022.11.16	16:53:00	5394.000	5400.000	5394.000	5398.500	1777	4990	500
2022.11.16	16:54:00	5398.500	5401.000	5398.500	5399.500	1508	5086	500
2022.11.16	16:55:00	5399.500	5400.000	5397.500	5399.000	1056	3249	500
2022.11.16	16:56:00	5398.500	5401.000	5398.000	5400.000	822	2251	500
2022.11.16	16:57:00	5400.000	5400.000	5398.000	5400.000	668	1779	500
2022.11.16	16:58:00	5399.500	5400.500	5397.500	5399.000	1143	3121	500
2022.11.16	16:59:00	5399.000	5403.000	5398.500	5399.500	2185	8069	500
2022.11.16	17:00:00	5399.500	5401.000	5397.500	5398.000	1294	3409	500
2022.11.16	17:01:00	5398.000	5398.000	5395.000	5397.500	1668	5206	500
2022.11.16	17:02:00	5398.000	5399.500	5397.000	5399.000	1056	3640	500
2022.11.16	17:03:00	5399.500	5401.500	5398.500	5400.500	927	2144	500
2022.11.16	17:04:00	5400.500	5402.000	5400.000	5401.500	760	2159	500
2022.11.16	17:05:00	5401.500	5404.000	5401.000	5403.500	1432	3835	500
2022.11.16	17:06:00	5404.000	5407.500	5403.500	5404.500	2429	6959	500
2022.11.16	17:07:00	5405.000	5405.500	5402.500	5403.000	940	2242	500
2022.11.16	17:08:00	5403.500	5406.000	5403.000	5404.000	1006	2881	500
2022.11.16	17:09:00	5404.000	5406.000	5403.500	5404.000	666	2049	500
2022.11.16	17:10:00	5404.000	5404.500	5402.000	5404.000	806	1842	500
2022.11.16	17:11:00	5404.000	5404.000	5402.000	5402.500	551	1376	500
2022.11.16	17:12:00	5402.500	5410.000	5402.000	5408.000	2286	6834	500
2022.11.16	17:13:00	5408.500	5408.500	5406.000	5407.000	1551	3881	500
2022.11.16	17:14:00	5407.000	5411.000	5407.000	5409.500	2026	6410	500
2022.11.16	17:15:00	5409.500	5410.000	5407.500	5409.000	902	2181	500
2022.11.16	17:16:00	5409.000	5410.000	5407.500	5410.000	484	1071	500
2022.11.16	17:17:00	5409.500	5411.000	5409.000	5410.500	1023	3607	500
2022.11.16	17:18:00	5410.000	5412.000	5409.500	5411.500	920	2442	500
2022.11.16	17:19:00	5411.000	5411.500	5409.000	5411.000	614	1531	500
2022.11.16	17:20:00	5411.000	5411.500	5408.000	5408.500	1123	3810	500
2022.11.16	17:21:00	5408.500	5409.000	5406.500	5408.000	1250	3355	500
2022.11.16	17:22:00	5408.000	5408.500	5405.500	5407.500	792	2705	500
2022.11.16	17:23:00	5408.000	5410.500	5407.500	5409.500	748	1837	500
2022.11.16	17:24:00	5409.000	5410.000	5408.000	5408.500	423	1187	500
2022.11.16	17:25:00	5409.000	5409.000	5407.000	5407.500	634	1458	500
2022.11.16	17:26:00	5408.000	5408.000	5405.500	5407.000	686	1683	500
2022.11.16	17:27:00	5407.000	5410.000	5407.000	5407.500	741	2709	500
2022.11.16	17:28:00	5407.500	5408.500	5405.500	5406.000	854	2693	500
2022.11.16	17:29:00	5406.500	5409.000	5406.000	5408.000	508	1323	500
2022.11.16	17:30:00	5408.000	5408.500	5403.500	5404.000	1409	3391	500
2022.11.16	17:31:00	5404.000	5404.500	5402.000	5403.000	1262	3638	500
2022.11.16	17:32:00	5402.500	5404.000	5402.000	5403.000	584	1356	500
2022.11.16	17:33:00	5403.500	5404.500	5403.000	5403.000	496	1073	500
2022.11.16	17:34:00	5403.500	5404.000	5402.500	5403.000	341	763	500
2022.11.16	17:35:00	5403.000	5403.500	5402.000	5403.500	350	921	500
2022.11.16	17:36:00	5403.500	5403.500	5402.500	5402.500	228	737	500
2022.11.16	17:37:00	5402.500	5404.500	5402.500	5404.000	389	882	500
2022.11.16	17:38:00	5404.000	5405.000	5402.500	5402.500	611	1654	500
2022.11.16	17:39:00	5403.000	5404.000	5402.500	5403.500	244	493	500
2022.11.16	17:40:00	5403.000	5405.000	5403.000	5403.500	422	868	500
2022.11.16	17:41:00	5404.000	5404.000	5402.000	5402.000	932	2913	500
2022.11.16	17:42:00	5402.000	5404.000	5402.000	5404.000	468	1282	500
2022.11.16	17:43:00	5403.500	5404.000	5402.500	5403.500	372	875	500
2022.11.16	17:44:00	5404.000	5404.500	5402.500	5404.000	383	1187	500
2022.11.16	17:45:00	5404.000	5407.000	5403.500	5407.000	1229	2462	500
2022.11.16	17:46:00	5407.000	5408.500	5406.500	5407.500	903	2686	500
2022.11.16	17:47:00	5408.000	5408.000	5405.500	5406.500	571	1259	500
2022.11.16	17:48:00	5406.500	5407.000	5406.000	5406.500	322	730	500
2022.11.16	17:49:00	5406.500	5407.000	5404.500	5405.000	540	1602	500
2022.11.16	17:50:00	5405.000	5406.500	5404.500	5406.000	417	993	500
2022.11.16	17:51:00	5406.000	5408.500	5405.000	5408.000	521	1487	500
2022.11.16	17:52:00	5407.500	5408.500	5406.500	5407.500	466	1133	500
2022.11.16	17:53:00	5408.000	5409.500	5407.500	5409.500	646	1933	500
2022.11.16	17:54:00	5409.000	5412.500	5407.500	5411.000	1423	3790	500
2022.11.16	17:55:00	5411.500	5413.500	5411.000	5412.000	1272	3217	500
2022.11.16	17:56:00	5412.000	5413.000	5410.500	5410.500	720	1807	500
2022.11.16	17:57:00	5410.500	5412.500	5409.500	5412.500	758	1517	500
2022.11.16	17:58:00	5413.000	5413.000	5408.500	5409.000	723	1703	500
2022.11.16	17:59:00	5409.000	5412.000	5408.500	5410.000	690	1889	500
2022.11.16	18:00:00	5410.000	5411.000	5407.500	5409.000	697	1405	500
2022.11.16	18:01:00	5409.000	5409.000	5408.000	5408.000	224	565	500
2022.11.16	18:02:00	5408.000	5408.500	5407.500	5407.500	312	770	500
2022.11.16	18:03:00	5407.500	5409.500	5407.500	5408.500	285	665	500
2022.11.16	18:04:00	5408.500	5411.000	5408.500	5410.000	344	873	500
2022.11.16	18:05:00	5410.000	5410.500	5408.000	5409.000	270	645	500
2022.11.16	18:06:00	5409.000	5409.500	5408.500	5409.500	206	438	500
2022.11.16	18:07:00	5409.000	5410.000	5409.000	5409.500	166	326	500
2022.11.16	18:08:00	5410.000	5412.500	5409.500	5412.500	579	1338	500
2022.11.16	18:09:00	5412.500	5413.500	5412.000	5413.000	566	1318	500
2022.11.16	18:10:00	5412.500	5413.500	5409.500	5411.500	569	1921	500
2022.11.16	18:11:00	5411.500	5412.500	5409.000	5411.000	411	1616	500
2022.11.16	18:12:00	5411.000	5412.500	5410.500	5411.500	266	906	500
2022.11.16	18:13:00	5411.500	5412.500	5411.000	5411.500	144	299	500
2022.11.16	18:14:00	5412.000	5416.000	5411.500	5414.500	1070	3507	500
2022.11.16	18:15:00	5414.000	5418.500	5413.500	5416.500	1020	3339	500
2022.11.16	18:16:00	5416.500	5418.500	5415.000	5417.000	674	2389	500
2022.11.16	18:17:00	5417.500	5419.000	5416.500	5418.000	398	1558	500
2022.11.16	18:18:00	5417.500	5419.000	5416.500	5418.500	544	2233	500
2022.11.16	18:19:00	5419.000	5421.000	5417.000	5418.500	771	3272	500
2022.11.16	18:20:00	5419.000	5420.500	5417.500	5420.000	631	2709	500
2022.11.16	18:21:00	5420.000	5420.000	5415.500	5417.000	315	1104	500
2022.11.16	18:22:00	5417.000	5419.500	5417.000	5418.000	271	937	500
2022.11.16	18:23:00	5417.000	5419.000	5417.000	5417.500	642	1579	500
2022.11.16	18:24:00	5417.000	5417.000	5415.500	5416.500	195	1220	500
2022.11.16	18:25:00	5416.000	5420.000	5416.000	5419.000	532	2165	500
2022.11.16	18:26:00	5418.500	5423.500	5418.500	5419.000	313	1862	500
2022.11.16	18:27:00	5419.000	5427.000	5419.000	5425.000	320	1726	500
2022.11.16	18:28:00	5425.500	5426.500	5422.500	5424.000	170	469	500
2022.11.16	18:29:00	5423.500	5427.000	5417.000	5425.000	470	3224	500
