<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.11.16	09:52:00	5353.500	5357.000	5348.000	5350.500	4025	10873	500
2022.11.16	09:53:00	5350.500	5351.000	5347.000	5350.000	2380	5770	500
2022.11.16	09:54:00	5350.000	5354.000	5348.500	5352.500	2464	6245	500
2022.11.16	09:55:00	5352.500	5353.000	5346.500	5349.500	2938	7515	500
2022.11.16	09:56:00	5349.500	5352.500	5345.000	5346.500	2917	7562	500
2022.11.16	09:57:00	5346.500	5351.500	5345.000	5349.500	2962	8649	500
2022.11.16	09:58:00	5349.000	5349.500	5344.500	5347.000	2534	7778	500
2022.11.16	09:59:00	5346.500	5347.000	5336.000	5339.500	8076	21974	500
2022.11.16	10:00:00	5339.500	5349.500	5338.500	5347.000	7911	20487	500
2022.11.16	10:01:00	5347.000	5352.500	5346.000	5349.500	3481	9739	500
2022.11.16	10:02:00	5350.000	5351.500	5338.000	5340.000	5724	14809	500
2022.11.16	10:03:00	5339.500	5341.500	5334.500	5335.000	5670	14446	500
